FID,OBJECTID,RTE_NM,RTE_PRFX,RTE_NBR,RTE_SFX,RDBD_TYPE,GID,BEGIN_DFO,END_DFO,ASSET_NM,ASSET_ID,SYSTEM,NHS,NHS_TYPE,SHAPE_STLe,GlobalID,SHAPE_Length
612,,260696,CS,260696,,KG,47611,5.96,6.648,NHS,13496246,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{68920DB2-20F9-4B85-8182-EFAB23106F01},0.0111009123766314
613,,260715,CS,260715,,KG,45522,19.892,21.278,NHS,13494083,Off,NHS - non connector,NHS,,{664B112D-BB06-4F6C-83A6-018D43D96BB3},0.0207403730178381
614,,260740,CS,260740,,KG,1599249258,2,2.473,NHS,59917389,Off,Major Airport - connector,NHS - Intermodal Connector,,{A8D185F3-7161-4653-83E3-6C116ADC5F00},0.00687164358205865
615,,260741,CS,260741,,KG,51347,12.35,12.438,NHS,74995217,Off,NHS - non connector,NHS,,{0C6F36A7-2E33-4207-AD95-91E1D8A816F3},0.00128407274485915
616,,260750,CS,260750,,KG,45183,0,0.245,NHS,13493932,Off,NHS - non connector,NHS,,{8B050301-05C8-474B-AD1F-2E6A65A62A81},0.00395933352484574
617,,260952,CS,260952,,KG,47761,0,1.276,NHS,13496452,Off,NHS - non connector,NHS,,{977FEDDA-4FAC-4613-A678-714DCF1126AB},0.0197524459508169
618,,261024,CS,261024,,KG,47762,21.278,21.592,NHS,13496451,Off,NHS - non connector,NHS,,{8595E70D-1E2E-45EF-8A2E-8A1A7CF535AE},0.00483157115772319
619,,1633392012,IH,10,,GS,1633392012,0,0.336,NHS,75136862,On,NHS - non connector,NHS,,{668B7ABD-FB0B-41BC-B070-25F4333C0318},0.00487748027823497
620,,1633392117,IH,10,,GS,1633392117,0,0.552,NHS,75137459,On,NHS - non connector,NHS,,{73ECCEF3-A052-4C94-8CD5-1FBB7E43B522},0.0080180688022963
621,,29716,IH,10,,GS,29716,0,0.833,NHS,1002360282,On,NHS - non connector,NHS,,{9601685C-88D0-4424-9FE3-BA2FDC4B8C97},0.0128552821887627
622,,IH0010-MG,IH,10,,MG,1641254546,567.656,569.691,NHS,75887629,On,NHS - non connector,NHS,,{2E9CD594-CFDF-4E71-AE4C-9B94CAD2B998},0.0307071059217547
623,,IH0010-RG,IH,10,,RG,1599355568,0,570.273,NHS,78227248,On,NHS - non connector,NHS,,{56C2D896-57D2-4145-9607-5B21F3674869},9.28457804945091
624,,IH0010-MG,IH,10,,MG,1641945647,556.286,556.993,NHS,75979141,On,NHS - non connector,NHS,,{CAE36360-8581-4B0F-B5FB-94BB0F741C23},0.0102919669988016
625,,IH0010-KG,IH,10,,KG,1599355075,572.691,881.213,NHS,74907048,On,NHS - non connector,NHS,,{B8205DDD-EC45-402E-8B0B-00CDAD92F6B1},5.0690079895631
626,,IH0010-LG,IH,10,,LG,1599356091,572.928,881.236,NHS,74909489,On,NHS - non connector,NHS,,{E05CA6A6-21A5-404E-81D0-05BE931D9573},5.06535998730678
627,,IH0010-RG,IH,10,,RG,1599356377,572.928,881.206,NHS,74911907,On,NHS - non connector,NHS,,{B6579EFD-F307-42E1-BC4F-1EAE5A086604},5.06499760904194
628,,IH0010-SG,IH,10,,SG,1631491534,566.63,568.47,NHS,75149228,On,NHS - non connector,NHS,,{63B0455F-462E-4955-B5F9-43DB4F415181},0.0278465302412022
629,,IH0010-SG,IH,10,,SG,1631577700,554.94,555.745,NHS,75150924,On,NHS - non connector,NHS,,{BBBC82CD-339A-449C-B6F8-B2999301C854},0.0117238183895069
630,,IH0010-KG,IH,10,,KG,1599354574,0,570.239,NHS,74885872,On,NHS - non connector,NHS,,{66431476-C1FD-4E66-9A0A-37C92ECFAD68},9.28404401847614
631,,IH0010-LG,IH,10,,LG,1599355587,0,570.53,NHS,74891943,On,NHS - non connector,NHS,,{853168F0-A45B-4B3A-AF88-D7245B9777EA},9.28820931784983
632,,IH0110-RG,IH,110,,RG,1670284911,0,0.706,NHS,95595779,On,NHS - non connector,NHS,,{75A6B4A3-C3C8-4671-8712-294E21E497B7},0.0109792264330421
633,,IH0110-LG,IH,110,,LG,1670284914,0,0.681,NHS,95595948,On,NHS - non connector,NHS,,{D6DF9742-18D1-4F36-9C68-78E7131F2B75},0.0105439446871391
634,,IH0110-KG,IH,110,,KG,1670284918,0,0.696,NHS,95596143,On,NHS - non connector,NHS,,{91517AE8-87AA-43C4-8F11-97D349BA395B},0.0108150979998988
635,,IH0002-KG,IH,2,,KG,1670371212,0,46.309,NHS,95597146,On,NHS - non connector,NHS,,{70AC00D6-A916-4C5A-9BD6-AA415FD6C25F},0.737338790168748
636,,IH0002-RG,IH,2,,RG,1670371213,0,46.278,NHS,95588116,On,NHS - non connector,NHS,,{4C58B444-852F-4B01-983C-2EE27108F73B},0.73686593806428
637,,IH0002-LG,IH,2,,LG,1670371211,0,46.334,NHS,95587073,On,NHS - non connector,NHS,,{0F44118D-0BCA-41D5-9E79-082EA0271CC6},0.737720630728483
638,,IH0020-KG,IH,20,,KG,1579641321,421.606,635.641,NHS,106243902,On,NHS - non connector,NHS,,{8ADE6BDA-5CA8-440C-8081-41B89F4BEDE0},3.63048282315619
639,,IH0020-SG,IH,20,,SG,8402,447.69,448.323,NHS,13482741,On,NHS - non connector,NHS,,{2BEBC86E-91D2-4FBD-B9BC-813EE1DAADCD},0.0108153652450292
640,,IH0020-RG,IH,20,,RG,1520447144,0,635.776,NHS,37368251,On,NHS - non connector,NHS,,{74C82D31-E34C-400A-B276-FB6544457AE1},10.6480201481655
641,,IH0020-KG,IH,20,,KG,1579641321,0,359.152,NHS,50929091,On,NHS - non connector,NHS,,{1651F55A-A9D1-403A-894C-694CD25995F3},5.96889882325291
642,,IH0020-KG,IH,20,,KG,1579641321,360.659,421.166,NHS,106080479,On,NHS - non connector,NHS,,{82611007-A125-49BD-800B-8369EC3DA97B},1.01456910397173
643,,IH0020-LG,IH,20,,LG,1631577811,0,635.914,NHS,70967236,On,NHS - non connector,NHS,,{1E650942-1660-4655-8E22-DB563F68ECE5},10.6507129383374
644,,IH0020-MG,IH,20,,MG,1670457679,427.093,428.855,NHS,95710881,On,NHS - non connector,NHS,,{A388DEE5-B9C8-40F1-A76D-6C4B1DBF6FB7},0.0288624887330051
645,,IH0020-SG,IH,20,,SG,1670371289,427.81,428.709,NHS,95710628,On,NHS - non connector,NHS,,{E0A9DBA9-1634-43C7-B9FD-D04F6379F890},0.0147871590908249
646,,IH0020-CN,IH,20,,CN,2000000888,0,0.272,NHS,95766913,On,NHS - non connector,NHS,,{286FA593-C657-4DCA-A2DC-180BCA1183A2},0.00458936333972425
647,,IH0027-RG,IH,27,,RG,8404,0,124.178,NHS,13482713,On,NHS - non connector,NHS,,{BCCDECBB-BDE8-4BCF-BBC8-16B995E92383},1.85251845464781
648,,IH0027-LG,IH,27,,LG,8403,0,124.175,NHS,13482714,On,NHS - non connector,NHS,,{298D1848-4661-4756-A033-2B93CBD4662B},1.85245912400838
649,,22117,IH,27,,GS,11628,0,0.757,NHS,13486167,On,NHS - non connector,NHS,,{BC057DA3-1340-4F0A-AD84-DCB90C7AE0BA},0.012186486006369
650,,IH0027-KG,IH,27,,KG,1631750713,0,124.25,NHS,71165435,On,NHS - non connector,NHS,,{073AC180-9775-422A-9D0B-7E0F4D476B25},1.85260112176098
651,,IH0030-MG,IH,30,,MG,1639526653,27.681,28.614,NHS,75397987,On,NHS - non connector,NHS,,{82B4973B-18E0-41C5-8392-F44AD5016A67},0.016025193460987
652,,IH0030-KG,IH,30,,KG,1638144090,45.77,45.878,NHS,106970830,On,NHS - non connector,NHS,,{4F554504-87AD-4E05-A531-9A0D2A75DD6E},0.00177477160302867
653,,IH0030-KG,IH,30,,KG,1638144090,45.965,224.301,NHS,106970831,On,NHS - non connector,NHS,,{0E29BB0A-38C9-4D2C-ABC7-0193B5D33483},2.99471270022574
654,,IH0030-SG,IH,30,,SG,8408,46.369,46.847,NHS,13482928,On,NHS - non connector,NHS,,{2422DF3D-5734-4F82-AC67-6F884836DBDF},0.00793167594395827
655,,IH0030-RG,IH,30,,RG,1638316808,0,224.22,NHS,74956650,On,NHS - non connector,NHS,,{43D44CC9-4F9D-4757-AA9A-4626F6A83E76},3.7780455066983
656,,IH0030-LG,IH,30,,LG,1634428856,0,224.393,NHS,74953308,On,NHS - non connector,NHS,,{B4F0801C-CA4E-401A-822E-5334831AE158},3.78112852816561
657,,IH0030-KG,IH,30,,KG,1638144090,0.619,45.737,NHS,74954827,On,NHS - non connector,NHS,,{549B34EA-887B-49D7-AE2C-14C946DD46CA},0.77057377427993
658,,IH0345-KG,IH,345,,KG,6297,0,1.427,NHS,13480520,On,NHS - non connector,NHS,,{2864F2FF-C049-44C3-9E22-5FB8530AA156},0.0219959365005879
659,,IH0345-RG,IH,345,,RG,8452,0,1.416,NHS,13482791,On,NHS - non connector,NHS,,{0E9B14E3-7B44-41A5-BDDB-AC1235015D53},0.0218022061024853
660,,IH0345-LG,IH,345,,LG,8451,0,1.427,NHS,13482806,On,NHS - non connector,NHS,,{C04F16BE-5A76-4C7F-9EF8-557C683D012A},0.0220346636735971
661,,IH0035-LG,IH,35,,LG,1599355589,0,370.607,NHS,78227258,On,NHS - non connector,NHS,,{F6AA5E59-9E35-431F-9B29-0D70969C77C2},5.58306035871472
662,,IH0035-MG,IH,35,,MG,1633305662,235.172,236.841,NHS,71194882,On,NHS - non connector,NHS,,{F5E7ECD6-5156-4060-8B3D-0A62B575E45D},0.0251427043179508
663,,IH0035-SG,IH,35,,SG,1633305664,235.152,236.854,NHS,71195006,On,NHS - non connector,NHS,,{9FF71B9E-50FD-4DAF-A1EB-307D33DC523F},0.0256328228057865
664,,IH0035-RG,IH,35,,RG,1628121634,467.579,504.186,NHS,71139437,On,NHS - non connector,NHS,,{389108A4-397A-4A3C-A70D-597172AB34BE},0.536584525372769
665,,IH0035-MG,IH,35,,MG,1630281604,155.903,156.985,NHS,71139957,On,NHS - non connector,NHS,,{85F2C3B5-564C-446D-8CD2-4F2AB77462C1},0.0173125720702529
666,,IH0035-SG,IH,35,,SG,1629245072,155.708,157.043,NHS,71139616,On,NHS - non connector,NHS,,{8CB04EAB-D3AC-4EA0-AB98-3B7E254B710B},0.0211452859821473
667,,IH0035-RG,IH,35,,RG,1599355656,0,370.617,NHS,71137922,On,NHS - non connector,NHS,,{ACE8595A-70F5-48D1-84BA-264116F31156},5.58313710519825
668,,IH0035-MG,IH,35,,MG,1630281656,154.229,154.821,NHS,71140010,On,NHS - non connector,NHS,,{67852D82-B8D4-462B-B3C7-EBCE7F2D9D85},0.00908700324018541
669,,IH0035-SG,IH,35,,SG,1629158765,144.253,144.908,NHS,71139510,On,NHS - non connector,NHS,,{39D3778F-718A-4B96-A09D-C052A5229032},0.0102040078978229
670,,IH0035-SG,IH,35,,SG,1629331374,170.738,171.431,NHS,71139669,On,NHS - non connector,NHS,,{913FB0C2-3AEE-4240-A7E5-499ED13FC549},0.0108119031542373
671,,IH0035-MG,IH,35,,MG,1629849908,170.942,171.788,NHS,71139904,On,NHS - non connector,NHS,,{32CC334B-DF54-4BC8-9698-BD8DDFABE53C},0.0131990522163279
672,,IH0035-SG,IH,35,,SG,1629245007,154.186,154.907,NHS,71139563,On,NHS - non connector,NHS,,{A29AE58B-34F3-4BC0-A1A5-D3003653042B},0.0110060111974279
673,,IH0035-MG,IH,35,,MG,1630281911,144.282,144.859,NHS,71140063,On,NHS - non connector,NHS,,{60F7F5B8-72F8-4027-95E4-670AED8FA947},0.0089989760189538
674,,IH0035-LG,IH,35,,LG,1599355591,467.579,504.205,NHS,71134208,On,NHS - non connector,NHS,,{6AE67FEC-884B-430B-8781-B438EA6595E8},0.536892477132214
675,,IH0035-KG,IH,35,,KG,1599354887,467.579,504.196,NHS,71126778,On,NHS - non connector,NHS,,{D69F073B-7AF2-4A6D-9954-4C629B7E7D60},0.536754632384699
676,,IH0035-KG,IH,35,,KG,1599354530,0,370.61,NHS,71126113,On,NHS - non connector,NHS,,{2AE1AA3C-E5F9-4774-90AC-156E5CE35A21},5.58309577953543
677,,IH0369-KG,IH,369,,KG,6298,0,4.206,NHS,13480519,On,NHS - non connector,NHS,,{8CFDD80E-346F-4B3E-8311-F16BB55B38E8},0.0618265872194212
678,,IH0369-RG,IH,369,,RG,8454,0.004,4.288,NHS,13482776,On,NHS - non connector,NHS,,{490191E8-9147-403C-834C-4E5F41E72D4A},0.0631732620612244
679,,IH0369-LG,IH,369,,LG,8453,0,4.231,NHS,13482790,On,NHS - non connector,NHS,,{16F6E246-03BF-4C3C-8BF7-24784C47E9FB},0.062222974247156
680,,IH0037-KG,IH,37,,KG,6286,0,143.004,NHS,13480599,On,NHS - non connector,NHS,,{587DB2D0-9BF9-456B-B3EF-1EA8C8B15666},2.17063126512147
681,,IH0037-LG,IH,37,,LG,8429,0,143.05,NHS,13482724,On,NHS - non connector,NHS,,{404DF377-914D-4F69-A512-B270E341CF78},2.17136850253947
682,,IH0037-RG,IH,37,,RG,1599356233,0.01,143.131,NHS,70819927,On,NHS - non connector,NHS,,{49074B68-F983-4548-A2AE-ABFD39F52641},2.17008713869341
683,,IH0040-KG,IH,40,,KG,1599249257,0,177.072,NHS,60799473,On,NHS - non connector,NHS,,{EB252D3F-B230-4472-83AB-7DDE8369C045},3.10265804656221
684,,IH0040-RG,IH,40,,RG,1599249318,0,177.068,NHS,60801404,On,NHS - non connector,NHS,,{4F0E418F-1778-458A-8427-FB62246148D6},3.10259880812087
685,,IH0040-LG,IH,40,,LG,1599249317,0,177.07,NHS,60800454,On,NHS - non connector,NHS,,{790A8BA7-C036-40D6-83F7-AF4713072C2A},3.10262741132547
686,,IH0410-KG,IH,410,,KG,1636070426,0,26.683,NHS,76109679,On,NHS - non connector,NHS,,{3B45AA7D-B419-4CAE-BF39-5260DEAD0336},0.418159244326179
687,,IH0410-SG,IH,410,,SG,1636329608,32.811,33.422,NHS,73762385,On,NHS - non connector,NHS,,{B7F14898-0168-4B75-B032-431DB0C33DDD},0.00900260073337159
688,,IH0410-MG,IH,410,,MG,1636070484,53.105,53.464,NHS,73762226,On,NHS - non connector,NHS,,{D3A64B76-53B1-4799-BF89-645E2B5715AF},0.00590771558461532
689,,IH0410-SG,IH,410,,SG,1636070486,52.792,53.087,NHS,73762279,On,NHS - non connector,NHS,,{E88A3DFB-A398-420A-A917-8F29EF13A8F4},0.00484847676315849
690,,IH0410-MG,IH,410,,MG,1636502406,0,0.348,NHS,73762717,On,NHS - non connector,NHS,,{C786A4E7-CB4D-4129-AB8F-D8CB15C52CB4},0.00556829062871612
691,,IH0410-MG,IH,410,,MG,1636329606,32.831,33.453,NHS,73762332,On,NHS - non connector,NHS,,{BA6A9256-8B35-440F-AF0A-7567E8F69E83},0.0091857463270259
692,,IH0410-LG,IH,410,,LG,1636502404,0,26.392,NHS,73762568,On,NHS - non connector,NHS,,{9DCBDF19-3BA6-4844-BD3C-8D0E2B649345},0.413592214004714
693,,IH0410-SG,IH,410,,SG,1636502408,0,0.36,NHS,73762770,On,NHS - non connector,NHS,,{3FA45B8A-9D80-423F-A0A8-9D1B38F92D7B},0.00581052327400865
694,,IH0410-RG,IH,410,,RG,1636070428,0,26.93,NHS,73760609,On,NHS - non connector,NHS,,{5D873643-9BC0-43B8-A3DF-A07051F773C9},0.421826548743585
695,,IH0410-RG,IH,410,,RG,1636070416,29.87,52.819,NHS,73760026,On,NHS - non connector,NHS,,{D14B9DFA-3277-4D1A-9146-53DDB158B13E},0.359824260981973
696,,IH0410-KG,IH,410,,KG,1636070414,29.87,52.623,NHS,73759773,On,NHS - non connector,NHS,,{D65EBF01-5AC8-47AD-8024-FCFFF1D86C32},0.356757817366064
697,,IH0410-LG,IH,410,,LG,1636070432,29.943,52.586,NHS,73760865,On,NHS - non connector,NHS,,{8684599C-0811-429B-AAA1-E8C2261D4CC0},0.354996450378619
698,,IH0044-KG,IH,44,,KG,6288,0,15.398,NHS,13480586,On,NHS - non connector,NHS,,{DDC23572-6F49-4CD5-B4DE-C86126BD3C48},0.231334727367248
699,,IH0044-RG,IH,44,,RG,8434,0,15.402,NHS,13482964,On,NHS - non connector,NHS,,{670C84B3-26A8-4486-9C6C-A9B25928AB18},0.231527895878957
700,,IH0044-LG,IH,44,,LG,8433,0,15.413,NHS,13482965,On,NHS - non connector,NHS,,{9F08D131-AC86-4602-8614-6EF84FA8A731},0.231474685575634
701,,IH0045-RG,IH,45,,RG,1639095166,0,285.022,NHS,106245199,On,NHS - non connector,NHS,,{EDBAD34D-54C5-449F-AB8F-07985F5C63C8},4.31309660860894
702,,IH0045-YG,IH,45,,YG,826,86.704,87.065,NHS,13474715,On,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{97AC09E7-9DD4-46A7-89F2-FFBCBC6ED2EE},0.00532776385912776
703,,IH0045-XG,IH,45,,XG,1629676990,45.681,45.82,NHS,74982151,On,Major Inter City Bus Terminal - connector,NHS - Intermodal Connector,,{62C7CB10-0032-4332-982F-C193CD9BD563},0.00222146156946142
704,,IH0045-XG,IH,45,,XG,1632873721,47.087,47.283,NHS,74993004,On,Major Inter City Bus Terminal - connector,NHS - Intermodal Connector,,{52844C8D-6F6B-40BA-9644-48F6BB49A4AF},0.00286133611411393
705,,IH0045-XG,IH,45,,XG,1632873721,47.6,47.743,NHS,74993005,On,Major Amtrak Station - connector,NHS - Intermodal Connector,,{DB391FEA-C34B-449A-861F-96212B337877},0.00211116391481994
706,,IH0045-RP,IH,45,,RP,1629677552,0,0.106,NHS,70769947,On,Major Amtrak Station - connector,NHS - Intermodal Connector,,{D1A8D37C-7B51-4CFE-849C-5FEC212E6FC8},0.00154253599183749
707,,IH0045-KG,IH,45,,KG,1639008930,0,285.03,NHS,75199039,On,NHS - non connector,NHS,,{5E25E82A-5127-4C86-84C2-88B877194933},4.31324865858746
708,,IH0045-LG,IH,45,,LG,1639008446,0,285.09,NHS,75197032,On,NHS - non connector,NHS,,{6A99BBFA-6D85-40C2-9FF5-F31005A1C967},4.31427445486459
709,,IH0045-XG,IH,45,,XG,1639008392,87.151,87.242,NHS,75195100,On,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{6FE34ACC-CDDA-475E-AEE0-566F3F9427F2},0.00133806851953413
710,,IH0610-MG,IH,610,,MG,1644364828,11.832,13.161,NHS,78670736,On,NHS - non connector,NHS,,{C8F96946-BA4F-452E-AA64-1A016E66A27B},0.0194435435218494
711,,IH0610-SG,IH,610,,SG,1644364830,11.832,13.17,NHS,78670737,On,NHS - non connector,NHS,,{2B6E2569-755D-42B4-BB6B-58EECB59DFBC},0.0195207340108981
712,,IH0610-LG,IH,610,,LG,1599354821,37.9,38.036,NHS,75456753,On,NHS - non connector,NHS,,{94156223-EB52-49B4-A0BD-DA6D57DD59D5},0.00225470117827075
713,,IH0610-KG,IH,610,,KG,1599354823,0,37,NHS,75456720,On,NHS - non connector,NHS,,{87CF13F5-9888-4895-8809-4BC9B153455A},0.581302935377272
714,,IH0610-LG,IH,610,,LG,1599354821,0,37.9,NHS,75456754,On,NHS - non connector,NHS,,{F6FC9CF0-B414-4ED3-891C-992A12038403},0.596172083240884
715,,IH0610-RG,IH,610,,RG,1599354841,0,37,NHS,75456777,On,NHS - non connector,NHS,,{8FC5FD10-1B09-4F89-A4DC-9FE4B8ACA918},0.581289412379741
716,,IH0610-RG,IH,610,,RG,1599354841,37,37.928,NHS,75456778,On,NHS - non connector,NHS,,{AB8417C6-3DA0-476A-AC97-3915D2B2C002},0.0154316806356069
717,,IH0610-KG,IH,610,,KG,1599354823,37,37.969,NHS,75456719,On,NHS - non connector,NHS,,{9EC9A02A-E38A-4D0D-BA34-40B2D862B0B1},0.016110836980515
718,,IH0635-KG,IH,635,,KG,1634601666,0,36.966,NHS,75431796,On,NHS - non connector,NHS,,{D5DA844B-ABB5-4265-AAD7-350922151F9F},0.596284314489568
719,,IH0635-RG,IH,635,,RG,1639613297,0,36.469,NHS,75432779,On,NHS - non connector,NHS,,{A5A52313-3A61-46F4-8E54-FE3E45AC618A},0.58785547540303
720,,IH0635-LG,IH,635,,LG,1639613295,0,36.443,NHS,75432475,On,NHS - non connector,NHS,,{E5649D6A-06ED-42A8-812C-D1AD6ACBB6EE},0.587596906309588
721,,IH0069-LG,IH,69,,LG,1670544008,0,74.807,NHS,95605586,On,NHS - non connector,NHS,,{3CF221A7-1EF8-45F5-8F4B-3E6EE5589210},1.15426592242524
722,,IH0069-RG,IH,69,,RG,1670371239,0,74.845,NHS,95603724,On,NHS - non connector,NHS,,{E371F0D7-A34F-49D6-B45F-E1242357AC65},1.15487490390205
723,,IH0069-KG,IH,69,,KG,1638921775,0,74.82,NHS,75131850,On,NHS - non connector,NHS,,{2E320B2F-9ECE-4942-BDE4-0A8A5D596ECF},1.15448273559367
724,,IH0820-SG,IH,820,,SG,1574720254,9.838,11.123,NHS,50454299,On,NHS - non connector,NHS,,{96112A35-1F54-4B76-8968-3956A26C1736},0.0208068855050453
725,,IH0820-MG,IH,820,,MG,1574470182,9.887,11.079,NHS,50454236,On,NHS - non connector,NHS,,{7B9D5121-448E-4F81-9DCF-6B380B8976C1},0.0192532398898108
726,,IH0820-KG,IH,820,,KG,1670371283,0,35.421,NHS,95663608,On,NHS - non connector,NHS,,{FCEE933D-7B0B-431C-9000-35CC099C5A9B},0.556449805750625
727,,IH0820-SG,IH,820,,SG,8476,13.772,14.751,NHS,13482785,On,NHS - non connector,NHS,,{CDB0D5A3-49BD-4205-8C78-57D2BDC00EDB},0.0164493412049598
728,,IH0820-MG,IH,820,,MG,8472,13.719,14.685,NHS,13482834,On,NHS - non connector,NHS,,{69B476BF-848C-48F7-AD61-5C4CB6F13DBC},0.0162282475407488
729,,IH0820-RG,IH,820,,RG,1671580844,0.058,35.347,NHS,95711731,On,NHS - non connector,NHS,,{C7D6B496-C617-4825-82FC-05AC5103AA4B},0.554342446210022
730,,IH0820-LG,IH,820,,LG,1670371287,0,35.502,NHS,95710192,On,NHS - non connector,NHS,,{5EDFE2A8-465B-4C8F-AD7F-59A264524612},0.557803746440869
731,,IH0035E-KG,IH,35,E,KG,1636502594,0,96.971,NHS,75476341,On,NHS - non connector,NHS,,{B7F8C9A7-5DA2-4058-832D-1BC5EB7CA871},1.48138833650285
732,,IH0035E-MG,IH,35,E,MG,1599252396,50.337,50.899,NHS,60253699,On,NHS - non connector,NHS,,{442EC095-342D-4CE4-AFD9-89FCA90DA87B},0.00815898169790398
733,,IH0035E-SG,IH,35,E,SG,1599253358,50.503,50.865,NHS,60253760,On,NHS - non connector,NHS,,{282C9534-27AC-4E71-85E2-EDDB061BE69D},0.00526277166036271
734,,IH0035E-RG,IH,35,E,RG,1631664072,0.131,96.978,NHS,71121719,On,NHS - non connector,NHS,,{CDAEE47C-D438-4873-8579-718ADDA15DE3},1.47960623406586
735,,IH0035E-LG,IH,35,E,LG,1631664070,0,97.134,NHS,71120650,On,NHS - non connector,NHS,,{41BFD007-87A2-41FC-81BD-4A04F905BE2B},1.48370401665474
736,,IH0069E-KG,IH,69,E,KG,1671408114,137.792,149.04,NHS,95660756,On,NHS - non connector,NHS,,{AD79980E-9046-47C3-9506-808149630349},0.169221454335875
737,,IH0069E-KG,IH,69,E,KG,1669593632,0,51.219,NHS,95660403,On,NHS - non connector,NHS,,{8F7380E8-82AB-483A-881E-14187451C3E1},0.764321007438287
738,,IH0069E-KG,IH,69,E,KG,1669593632,51.219,57.333,NHS,95660564,On,NHS - non connector,NHS,,{275CE09C-1D85-4E6F-ADD1-C3F2BFB9D69F},0.089016899594996
739,,IH0069E-RG,IH,69,E,RG,1671408118,137.792,149.349,NHS,95686672,On,NHS - non connector,NHS,,{939976CA-3248-47B1-A411-986C77C92519},0.173861461773395
740,,IH0069E-LG,IH,69,E,LG,1671408120,137.792,142.846,NHS,95687476,On,NHS - non connector,NHS,,{3690C0D7-3924-4996-9637-3571F101C950},0.077462762250091
741,,IH0069E-LG,IH,69,E,LG,1671408120,142.846,149.073,NHS,95687481,On,NHS - non connector,NHS,,{9C357E54-E90E-4421-A773-6A579BE6B285},0.0922001692871445
742,,IH0069E-RG,IH,69,E,RG,1669593628,0,57.326,NHS,95683744,On,NHS - non connector,NHS,,{1504C319-6BC5-4B4F-93E2-D661931C2DBC},0.85320680971215
743,,IH0069E-LG,IH,69,E,LG,1669593634,0,57.344,NHS,95684267,On,NHS - non connector,NHS,,{ABD5C985-660A-4A44-9533-152EF864E8DA},0.853525402645666
744,,IH0035W-KG,IH,35,W,KG,1636934494,0,85.461,NHS,75113879,On,NHS - non connector,NHS,,{30B5ACFF-CB41-4B43-A201-1A4CE66E8C03},1.2685647543643
745,,IH0035W-LG,IH,35,W,LG,1599355593,0,85.191,NHS,71135083,On,NHS - non connector,NHS,,{1B157F6F-264E-448B-86B3-8C9A26944BF9},1.2644622541363
746,,IH0035W-RG,IH,35,W,RG,1599356455,0,85.741,NHS,71139087,On,NHS - non connector,NHS,,{3F805CF0-0F6B-4B7B-8179-822B1A967A9B},1.27286284643079
747,,IH0069W-KG,IH,69,W,KG,6295,0,1.753,NHS,13480535,On,NHS - non connector,NHS,,{34888D17-4A66-461C-B680-8D084097C58D},0.0282059913089531
748,,IH0069W-RG,IH,69,W,RG,8448,0,1.756,NHS,13482839,On,NHS - non connector,NHS,,{F38C445C-BBCD-4083-AD62-513940CA2BC9},0.0282781673764618
749,,IH0069W-LG,IH,69,W,LG,8447,0,1.75,NHS,13482852,On,NHS - non connector,NHS,,{8925A2A1-E161-4809-A4E8-9335E439E343},0.0281475524260781
750,,IH0069C-RG,IH,69,C,RG,1572373053,0.15,16.687,NHS,49943437,On,NHS - non connector,NHS,,{1258793A-E37D-480B-9AFE-0A6E66681A8E},0.241951558136843
751,,IH0069C-RG,IH,69,C,RG,1572373053,16.687,17.455,NHS,49943438,On,NHS - non connector,NHS,,{96F2B6CE-3DCB-48ED-AEFB-8FDD7F306B01},0.011158099520702
752,,IH0069C-LG,IH,69,C,LG,1572361424,14.18,17.456,NHS,49942857,On,NHS - non connector,NHS,,{06B0D84F-F49F-403A-B5A6-897B8276F3BB},0.047637703771922
753,,IH0069C-LG,IH,69,C,LG,1572361424,0.142,14.18,NHS,49942858,On,NHS - non connector,NHS,,{06DF21C3-C833-4689-831D-E463631BFAE6},0.205591686098229
754,,IH0069C-KG,IH,69,C,KG,1572363366,0,17.458,NHS,49943143,On,NHS - non connector,NHS,,{1C700425-3EAD-4406-BFF7-CE1FC48F6CAA},0.255325517459451
755,,PA1502-RG,PA,1502,,RG,1513715947,0,11.351,NHS,49820226,On,NHS - non connector,NHS,,{A4AD6A18-14DD-406B-A627-BB07B19AC68B},0.184195735680898
756,,PA1502-KG,PA,1502,,KG,1513711990,0,11.816,NHS,37239868,On,NHS - non connector,NHS,,{130A8074-7CB4-47DB-AD47-21DFADF0D42B},0.191510526559179
757,,PA1502-LG,PA,1502,,LG,1513716064,0,11.365,NHS,37239867,On,NHS - non connector,NHS,,{AE6F8E75-58C0-4EF7-96AE-3B99C85AF6BB},0.184408388013945
758,,PA0205-KG,PA,205,,KG,6305,6.529,8.777,NHS,13480474,On,NHS - non connector,NHS,,{5FADAD9D-05FD-43F7-870C-5CFA10A5C848},0.0381629030015284
759,,PA0205-RG,PA,205,,RG,8481,6.531,8.777,NHS,13482737,On,NHS - non connector,NHS,,{E50AEA66-5AAB-46E1-B20C-37EBBB7CFD63},0.038115855165122
760,,PA0205-LG,PA,205,,LG,8479,6.53,8.777,NHS,13482771,On,NHS - non connector,NHS,,{53CE4337-7EE6-47D5-A850-E83A0ADF8579},0.0381199755574832
