FID,OBJECTID,RTE_NM,RTE_PRFX,RTE_NBR,RTE_SFX,RDBD_TYPE,GID,BEGIN_DFO,END_DFO,ASSET_NM,ASSET_ID,SYSTEM,NHS,NHS_TYPE,SHAPE_STLe,GlobalID,SHAPE_Length
1,,057AA1055,CR,1055,,KG,1641341087,0,0.295,NHS,75486139,Off,NHS - non connector,NHS,,{0463DEF7-E04A-4326-90E1-2E32241E0219},0.00498457834447052
2,,102A11366,CR,11366,,KG,144846,1.332,1.401,NHS,13593648,Off,NHS - non connector,NHS,,{5E055E23-E98C-4315-BB34-A6EA6D2A9B1C},0.0010442146967789
3,,102A13991,CR,13991,,KG,67128,0,2.894,NHS,13516181,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{6707E954-3010-40C7-9D56-47515B676426},0.0460554987189126
4,,102A13992,CR,13992,,KG,198454,0,1.522,NHS,13647331,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{2CAEF8C9-FE85-4079-BEBE-617A5C3F2A1D},0.0245053569477128
5,,102A13995,CR,13995,,KG,1690329680,0.229,1.826,NHS,106961884,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{A0B02A4A-F316-4030-9D1C-4F2D0AFA07A7},0.023182049599204
6,,102A13995,CR,13995,,KG,1690329682,0.07,0.229,NHS,106961927,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{EC72C3DF-29D8-4FA3-9520-FF914E68DE7F},0.00230745698908573
7,,102A14037,CR,14037,,KG,195484,0,0.164,NHS,13644402,Off,Major Rail/Truck Terminal - connector,NHS - Intermodal Connector,,{2806540E-A1E0-4CE4-A4D3-6F56D4C1519E},0.0023797673268792
8,,102A15011,CR,15011,,KG,206713,0,2.903,NHS,13655591,Off,NHS - non connector,NHS,,{3DB3853E-E2EA-4C08-A965-91C68EE341F1},0.0484555013192066
9,,102A15039,CR,15039,,KG,1654042067,0,1.084,NHS,90527783,Off,NHS - non connector,NHS,,{E0C0526A-18C9-45C2-8D80-884A3E213014},0.0157444756361075
10,,102A15071,CR,15071,,KG,1644192463,0,4.285,NHS,77393275,Off,NHS - non connector,NHS,,{6051E23B-A5B1-4675-B31C-C831F6ABCF10},0.0631816874552883
11,,102A15125,CR,15125,,KG,160116,0,1.906,NHS,13609294,Off,NHS - non connector,NHS,,{B78E2994-35E4-4A52-B061-B9BF65F72D49},0.0277828681815501
12,,102A15281,CR,15281,,KG,127355,0,1.956,NHS,13576140,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{3288BD82-FED1-4246-A336-AE64CB2A69ED},0.0284586960712743
13,,069AA1585,CR,1585,,KG,195095,0,0.016,NHS,13644014,Off,NHS - non connector,NHS,,{8608F2A1-DAD7-4601-A487-608381E0E635},0.000269553814282686
14,,102A18021,CR,18021,,KG,165087,0,0.306,NHS,13613963,Off,NHS - non connector,NHS,,{A6421A8F-4A1F-4EF4-A9E5-772E4AA15C35},0.00452280528428868
15,,102A18108,CR,18108,,KG,198450,0,1.967,NHS,75019181,Off,Major Ferry Terminal - connector,NHS - Intermodal Connector,,{554305BD-2AC3-4DA7-B122-293EEA7FDB08},0.029619277625869
16,,102A18111,CR,18111,,KG,195227,0,0.034,NHS,13644098,Off,Major Ferry Terminal - connector,NHS - Intermodal Connector,,{36ACAC80-79C5-4048-8A52-9167F96C1B1A},0.000497180003334105
17,,240AA0313,CR,313,,KG,202870,0,1.269,NHS,69240195,Off,NHS - non connector,NHS,,{4B30CB78-0ADF-4215-BDC3-6FA44E021621},0.0206485196133599
18,,170AA0297,CR,297,,KG,71094,0.858,0.946,NHS,70721949,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{55F2E826-450D-45C3-B5FB-8F4D4E23A487},0.00128101996628271
19,,170AA0337,CR,337,,KG,130861,0,0.297,NHS,70721951,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{4F4C4F18-2B9D-4482-BF70-A45247CF5E7D},0.00496383275563435
20,,061AA2028,CR,2028,,KG,1690329688,0,0.134,NHS,106962012,Off,NHS - non connector,NHS,,{529B0E55-D5F9-4B97-A58E-D62FA60F2C6C},0.0022993980877856
21,,102A19003,CR,19003,,KG,195066,0.101,0.199,NHS,13643816,Off,Major Ferry Terminal - connector,NHS - Intermodal Connector,,{850BAFC0-25C1-4C8A-934D-19FFEA0773D4},0.00163612936401835
22,,102AA2484,CR,2484,,KG,178510,0,1.444,NHS,13627515,Off,NHS - non connector,NHS,,{441D2A5F-8C97-4400-9F3B-CE6AF91E6BC9},0.0240593091475086
23,,170AA4822,CR,4822,,KG,118995,0.735,1.504,NHS,70721944,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{13329D68-DE76-4E20-91F4-B2DD0AF724F4},0.0117868486384778
24,,170AA4680,CR,4680,,KG,1514580613,0,6.971,NHS,69256470,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{6F15B951-C143-44BD-A042-F59669DA6C08},0.114385495094929
25,,170AA4422,CR,4422,,KG,1641340814,5.718,7.283,NHS,75485361,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{9C220B57-7304-44D6-B2B1-049B4B2BFE2F},0.0253439146954045
26,,102A38981,CR,38981,,KG,195255,27.2,27.76,NHS,13644161,Off,NHS - non connector,NHS,,{A4125FE1-C249-4019-A8C1-8EE9D60F79F6},0.00813090890046527
27,,102A38981,CR,38981,,KG,195254,26.613,26.749,NHS,13644204,Off,NHS - non connector,NHS,,{18674738-071F-423F-BE26-7E5B6D742285},0.00201984565948942
28,,102AA4014,CR,4014,,KG,1599264459,3.484,3.893,NHS,62373699,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{A509E625-8C1C-4218-9830-2F6930B1000D},0.00680042354365256
29,,102AA4260,CR,4260,,KG,206721,3.2,3.922,NHS,13655753,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{7310393A-783F-46E8-B522-E3AF661E7B6E},0.0105017104167316
30,,102AA3842,CR,3842,,KG,195077,0.815,1.785,NHS,37445627,Off,NHS - non connector,NHS,,{749196F2-A479-4664-A8BA-DD96A74640C5},0.0161918250944733
31,,102AA7600,CR,7600,,KG,1511358179,0,6.75,NHS,37048511,Off,NHS - non connector,NHS,,{D71C5204-BB40-48C1-A3ED-0C1D4CFBC70F},0.101862848136176
32,,057AA5992,CR,5992,,KG,1641340915,2.002,2.074,NHS,75485641,Off,NHS - non connector,NHS,,{8B649522-6F29-4C8E-9743-D68F5EBA2D27},0.00112512479572957
33,,057AA5992,CR,5992,,KG,1641341009,0.01,2.002,NHS,75485981,Off,NHS - non connector,NHS,,{4DA49ADC-3F83-47C6-A769-7B3D2554588E},0.0329844251859413
34,,057AA5992,CR,5992,,KG,1641341402,2.074,3.695,NHS,75486750,Off,NHS - non connector,NHS,,{AA78BFE1-6D30-4EC2-8E31-673962A08D46},0.0239128185008996
35,,178AA6034,CR,6034,,KG,179375,0,0.51,NHS,13628495,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{084273F7-4FD7-406D-9598-C53C7BB2D706},0.00741356180026644
36,,178AA6045,CR,6045,,KG,195399,7.294,7.407,NHS,13644319,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{38792671-2495-468D-82EF-CE0646819D29},0.00182182181623734
37,,178AA6045,CR,6045,,KG,195398,6.648,7.234,NHS,13644331,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{6CE38D54-5B53-4DF9-A858-DB56E846B5A2},0.00944133087691256
38,,178AA6046,CR,6046,,KG,195147,0.857,1.261,NHS,13644088,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{C138AA7E-2C07-411D-A50B-98C36B8147B5},0.00650041981797737
39,,178AA6047,CR,6047,,KG,183970,0,0.621,NHS,13632840,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{074A70BA-DFCE-4642-BA11-241B113C4C85},0.0100027230462127
40,,178AA6048,CR,6048,,KG,180097,2.16,3.457,NHS,13628803,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{DEFFD4D3-CD58-4F06-B861-98803120CC10},0.0211431979101117
41,,170AA5586,CR,5586,,KG,137087,0,0.437,NHS,13585959,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{8B69946A-0D59-4906-A136-03153DD9868A},0.00733150809208121
42,,178AA6050,CR,6050,,KG,163005,0,0.608,NHS,13612005,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{AAF33726-6F0D-4FED-8B5D-7DA640C7062B},0.00888560207308119
43,,178AA6053,CR,6053,,KG,1506369090,0,0.256,NHS,37176984,Off,Major Port Facility - connector,NHS - Intermodal Connector,,{74A2B152-62D9-49BC-B97D-54F568B2F2C1},0.003756626631694
44,,102AA7040,CR,7040,,KG,1674086528,6.649,16.58,NHS,97858331,Off,NHS - non connector,NHS,,{D81DD7B7-AA94-44A3-AE37-6A900EFB31AA},0.152470219091548
45,,170AA7132,CR,7132,,KG,206179,0,0.196,NHS,70721945,Off,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{7BFA849C-4005-435B-AD00-49F4C01FC263},0.00328513315591236
46,,178AA6153,CR,6153,,KG,206181,0,11.39,NHS,13655073,Off,NHS - non connector,NHS,,{3E2D8277-1B83-4661-BA86-B5A74D23A839},0.182483047271014
47,,FM2854-KG,FM,2854,,KG,5567,15.965,16.043,NHS,70691354,On,Major Public Transportation or Multi-Modal Passenger Terminal - connector,NHS - Intermodal Connector,,{50E9B431-9A5A-4A00-8825-DE2F0EEFE322},0.00129860106868183
48,,FM2934-KG,FM,2934,,KG,5641,0,2.819,NHS,13479811,On,NHS - non connector,NHS,,{B664D6D2-EB42-48C3-8779-4111C85FAEB7},0.048412171184102
49,,FM2934-RG,FM,2934,,RG,8340,0,2.822,NHS,13482750,On,NHS - non connector,NHS,,{EDA6C449-B1B9-45DF-9781-0A74F2AAB1EA},0.0484514913698828
50,,FM2934-LG,FM,2934,,LG,8339,0,2.822,NHS,13482751,On,NHS - non connector,NHS,,{6595C888-F3BD-4D8E-A45C-9A5F0D3EDEC2},0.0484427351758467
51,,FM3005-RG,FM,3005,,RG,8349,2.536,10.441,NHS,37234951,On,NHS - non connector,NHS,,{73847BA7-F29F-41A3-9221-9D5FB8EEADA1},0.126323205275819
52,,FM3005-LG,FM,3005,,LG,8347,2.536,10.438,NHS,37240174,On,NHS - non connector,NHS,,{C7F394A4-DD48-46B2-B375-E1587711719B},0.126276971142795
53,,FM3005-KG,FM,3005,,KG,5713,0,10.457,NHS,37240170,On,NHS - non connector,NHS,,{15D9B23B-4C7A-4EA7-8E92-C21DB55188A4},0.167136236536156
54,,FM3029-RG,FM,3029,,RG,1635811392,3.849,5.013,NHS,74932382,On,NHS - non connector,NHS,,{6BED11C3-B4D0-401B-B261-53FB4822726D},0.0168886406962027
55,,FM3029-KG,FM,3029,,KG,1635811388,0,5.006,NHS,74932247,On,NHS - non connector,NHS,,{87D713B1-32AF-450D-9B09-67612BA3F8DA},0.0728625849699788
56,,FM3029-LG,FM,3029,,LG,1635811390,3.834,5.005,NHS,74932326,On,NHS - non connector,NHS,,{0181E8AE-D45B-4CF0-A9D5-E52C36090488},0.016990244716436
57,,FM3040-KG,FM,3040,,KG,1572640399,6.006,6.122,NHS,50050300,On,NHS - non connector,NHS,,{0D35BBDC-E37A-45BC-ADBF-F8E899F98F32},0.00180282870532509
58,,FM3040-RG,FM,3040,,RG,1574693340,6.01,6.126,NHS,52777575,On,NHS - non connector,NHS,,{0B7C3216-92C2-4F5F-B882-258CA39F9D09},0.00179750197699051
59,,FM3040-LG,FM,3040,,LG,1574693623,6.06,6.117,NHS,52777827,On,NHS - non connector,NHS,,{DEFEDE4A-EFFE-4F88-B2FB-19AC79959464},0.000889708062280705
60,,FM0306-LG,FM,306,,LG,1672187354,28.704,30.627,NHS,95749182,On,NHS - non connector,NHS,,{0470D9D2-6485-4C02-903D-102FAB2A600D},0.030158720443308
61,,FM0306-RG,FM,306,,RG,1672187353,28.704,30.631,NHS,95749082,On,NHS - non connector,NHS,,{18DCEEA7-764B-49B3-BA8F-72A41337F1AA},0.0302156318548742
62,,FM0306-KG,FM,306,,KG,1672187352,0,30.627,NHS,95748573,On,NHS - non connector,NHS,,{ECB89F6F-5840-46EE-9DC6-BB9803185797},0.484163124090657
63,,FM3083-KG,FM,3083,,KG,5786,0,2.196,NHS,13480068,On,NHS - non connector,NHS,,{DA0C5290-4ADF-4C53-88C1-C20DEEF01F7A},0.0348572124583452
64,,FM3248-KG,FM,3248,,KG,1599257984,0,5.348,NHS,60824546,On,NHS - non connector,NHS,,{BFD0FE15-1CD0-4FD5-8739-373556882F89},0.0828053265710433
65,,FM3255-KG,FM,3255,,KG,5951,0,5.424,NHS,37240160,On,NHS - non connector,NHS,,{4EC93748-F535-45D8-9215-140D88C8415C},0.0790451117931322
66,,FM3255-LG,FM,3255,,LG,8365,3.028,5.42,NHS,37240162,On,NHS - non connector,NHS,,{AEFC4943-67DF-4C3C-B6FF-4983A47DBC3B},0.0349420988884514
67,,FM3255-RG,FM,3255,,RG,8366,3.028,5.428,NHS,37240164,On,NHS - non connector,NHS,,{BF1027D4-34D4-415F-90B1-D669BF743997},0.0350663916660686
68,,FM3438-LG,FM,3438,,LG,1572020562,1.431,2.784,NHS,49901240,On,NHS - non connector,NHS,,{DF976441-6366-41BA-A7A9-CB6DAF082808},0.0196986007143605
69,,FM3438-RG,FM,3438,,RG,1572020563,1.431,2.786,NHS,49901322,On,NHS - non connector,NHS,,{1213CC90-EAC2-47AC-A74B-1B2ACA94E757},0.019720722658575
70,,FM3438-KG,FM,3438,,KG,1572012697,0,5.048,NHS,49900810,On,NHS - non connector,NHS,,{B40962B4-95E8-4083-8299-84C654E0EB60},0.0748060989096966
71,,FM3438-LG,FM,3438,,LG,1572012698,4.552,4.88,NHS,49900940,On,NHS - non connector,NHS,,{EF38C47F-2371-4F23-9AD2-AE90866667C7},0.00519029402549733
72,,FM3438-RG,FM,3438,,RG,1572012699,4.552,4.88,NHS,49900992,On,NHS - non connector,NHS,,{26389E77-3A8C-4815-A47D-2C6312F03DB9},0.00519242808254555
73,,FM3443-KG,FM,3443,,KG,6130,0,1.636,NHS,13480293,On,NHS - non connector,NHS,,{9E67B0CE-B3F8-4810-90F1-20089CDC2C37},0.0240319197643645
74,,FM3461-KG,FM,3461,,KG,6147,0,1.834,NHS,13480159,On,NHS - non connector,NHS,,{9A2905EF-2EF7-421A-B359-4EE38DCFF92A},0.0294353753858228
75,,FM3470-KG,FM,3470,,KG,6154,0,7.048,NHS,70770098,On,NHS - non connector,NHS,,{EE3EF748-D827-4677-9E98-987AF7D43F2A},0.116673594826501
76,,FM0365-LG,FM,365,,LG,1570569365,31.911,32.195,NHS,49906175,On,NHS - non connector,NHS,,{3A0714A4-2916-4104-8FB9-20EC42920DEB},0.00438951183014129
77,,FM0365-KG,FM,365,,KG,1570561448,31.89,34.895,NHS,49906770,On,NHS - non connector,NHS,,{3315440D-20DD-44BE-A004-243EEB10533C},0.0463588726249432
78,,FM0365-RG,FM,365,,RG,1570560584,31.912,32.197,NHS,49906393,On,NHS - non connector,NHS,,{DFB79971-DB70-4B8A-8B9E-5D5C7E16BD52},0.00439776441179096
79,,FM0366-KG,FM,366,,KG,2820,0,7.963,NHS,13476969,On,NHS - non connector,NHS,,{A3F952A5-B471-43D3-B3BC-D0BCA481371B},0.129495016152597
80,,FM0366-LG,FM,366,,LG,7993,0,0.639,NHS,13482200,On,NHS - non connector,NHS,,{76B2BC26-A890-4932-B198-5EDCBEC94F99},0.0104925995531784
81,,FM0366-RG,FM,366,,RG,7996,7.807,7.937,NHS,13482310,On,NHS - non connector,NHS,,{6888372C-DC54-4C0B-A651-F4DD0102FA67},0.00198089551138348
82,,FM0366-RG,FM,366,,RG,7995,0,0.588,NHS,13482357,On,NHS - non connector,NHS,,{39AC295E-4AA0-410E-B3A5-A01DF92B06C3},0.0097799961081814
83,,FM0366-LG,FM,366,,LG,7994,7.807,7.937,NHS,13482420,On,NHS - non connector,NHS,,{1F6341E4-6FB9-4BE8-8CE0-97FA0D8DE577},0.00198146865526781
84,,FM0369-KG,FM,369,,KG,2826,15.724,22.648,NHS,13476869,On,NHS - non connector,NHS,,{0A1F1680-0014-41B2-8A75-58558B76B5CF},0.118466033665094
85,,FM0369-LG,FM,369,,LG,7998,17.272,22.647,NHS,13482201,On,NHS - non connector,NHS,,{69D46204-B52F-411B-A469-35607243312F},0.0933957056676866
86,,FM0369-RG,FM,369,,RG,8000,17.272,22.651,NHS,13482358,On,NHS - non connector,NHS,,{CD56B007-B3F3-4896-8E52-79952BDB6017},0.0934526415314526
87,,FM0369-LG,FM,369,,LG,7997,15.721,15.912,NHS,74853986,On,NHS - non connector,NHS,,{D347E0C3-F92C-49E0-AACB-148C82837E77},0.00278868248101475
88,,FM0369-RG,FM,369,,RG,7999,15.726,15.915,NHS,74853988,On,NHS - non connector,NHS,,{B28B9E3F-E07D-45FA-9828-04CA61AD36E6},0.00278027253964318
89,,FM0372-KG,FM,372,,KG,2829,2.206,3.442,NHS,13476806,On,NHS - non connector,NHS,,{23DB6203-B773-4BEB-A377-B46DF03E5845},0.0179576055485044
90,,FM0372-RG,FM,372,,RG,8002,2.203,2.309,NHS,13482658,On,NHS - non connector,NHS,,{EA7F6837-687B-40E3-83B3-CF56DF77212B},0.00154404917774325
91,,FM0372-LG,FM,372,,LG,8001,2.206,2.312,NHS,13482676,On,NHS - non connector,NHS,,{854078F8-AE7E-40A0-B943-60C72211B846},0.00154533255745573
92,,FM0396-LG,FM,396,,LG,1599356427,0.998,4.626,NHS,71250260,On,NHS - non connector,NHS,,{D70757F6-61E6-42BC-81C4-EFA7B06A6C58},0.0530608211147987
93,,FM0396-RG,FM,396,,RG,1599356425,0.991,4.64,NHS,71250119,On,NHS - non connector,NHS,,{15941DCA-D1F6-4C9B-9301-05B769C31164},0.0534116664415617
94,,FM0396-KG,FM,396,,KG,1549990386,0.993,4.635,NHS,44274183,On,NHS - non connector,NHS,,{6B2F1460-DF03-4728-B085-8726393B8005},0.0532025201883692
95,,FM0400-KG,FM,400,,KG,2861,69.091,69.254,NHS,13476896,On,NHS - non connector,NHS,,{FD8A3492-37D4-4BC0-98E2-9CB7EAE5BE87},0.0023692375774808
96,,FM0423-RG,FM,423,,RG,1550080047,0,10.798,NHS,44274186,On,NHS - non connector,NHS,,{931FFD6B-921F-4292-9258-817036CD01E2},0.158088158224133
97,,FM0423-LG,FM,423,,LG,1549563557,0,10.793,NHS,44274185,On,NHS - non connector,NHS,,{D2223C9D-D9F8-44AF-9914-03E8F2CF2C13},0.158012377833556
98,,FM0423-KG,FM,423,,KG,1549562915,0,10.796,NHS,44274184,On,NHS - non connector,NHS,,{EAA27AA3-AE61-4287-A593-E674F5F1D07D},0.158062977725439
99,,FM0425-LG,FM,425,,LG,1633651208,0.995,1.898,NHS,71709157,On,NHS - non connector,NHS,,{24F634AC-E2C7-4372-8A9C-01CAAACE57A6},0.0142646809327147
100,,FM0425-RG,FM,425,,RG,1633651210,0.996,1.848,NHS,71709222,On,NHS - non connector,NHS,,{FA87A0CB-EBC9-45AD-8FC3-E71D26FF40CE},0.0134152604795807
101,,FM0425-KG,FM,425,,KG,1633651240,0.995,1.958,NHS,71709910,On,NHS - non connector,NHS,,{C2ACC621-2578-406B-8E2B-B3D1DB5E81D2},0.0152390835003927
102,,FM0043-KG,FM,43,,KG,2380,6.086,10.767,NHS,13476297,On,NHS - non connector,NHS,,{383DD064-C220-4E49-A30C-621450C258FC},0.0730476505848254
103,,FM0439-KG,FM,439,,KG,1576183962,1.075,1.656,NHS,70607504,On,NHS - non connector,NHS,,{67C500A7-7DE8-41C1-BCCA-B6C75B4404A3},0.00971820761170016
104,,FM0439-KG,FM,439,,KG,1576183962,1.656,3.313,NHS,70607502,On,NHS - non connector,NHS,,{1E8F02C4-9AF2-48B6-AD52-A667062F8285},0.0279535086940008
105,,FM0493-RG,FM,493,,RG,8032,29.044,29.806,NHS,13482480,On,NHS - non connector,NHS,,{77F81423-7569-4083-9859-B4A4E9B9CBC8},0.011970782658283
106,,FM0493-LG,FM,493,,LG,8031,29.028,29.805,NHS,13482494,On,NHS - non connector,NHS,,{DD91E333-F43F-47FF-B3F6-AF47D7FFAFCA},0.012208924349427
107,,FM0493-KG,FM,493,,KG,2976,13.984,29.805,NHS,70664184,On,NHS - non connector,NHS,,{C77912B0-C067-4FCC-BE75-60FF54D1AF4E},0.230824768055667
108,,FM0494-RG,FM,494,,RG,8034,9.693,11.191,NHS,13482447,On,NHS - non connector,NHS,,{A97E2C2D-3011-492C-A79F-F03866C9E784},0.0217911501230475
109,,FM0494-LG,FM,494,,LG,8033,9.69,11.188,NHS,13482463,On,NHS - non connector,NHS,,{9090FBCC-1799-49AC-8270-CA53BC9E5EE5},0.0217781646653572
110,,FM0494-LG,FM,494,,LG,1548793947,8.193,8.58,NHS,44309337,On,NHS - non connector,NHS,,{065080BC-7BBA-4758-B1BF-DED8617DE060},0.00563962283351311
111,,FM0494-RG,FM,494,,RG,1548793377,8.193,8.582,NHS,44309339,On,NHS - non connector,NHS,,{A649AA73-8E1E-422F-951B-BA6D7E44F920},0.00566640254075949
112,,FM0494-KG,FM,494,,KG,2977,7.38,11.171,NHS,38192319,On,NHS - non connector,NHS,,{5E6461BA-CF10-4775-A384-DD4DBFE88DF2},0.0552112489896318
113,,FM0509-RG,FM,509,,RG,8040,16.434,17.102,NHS,13482674,On,NHS - non connector,NHS,,{7345CE73-9B61-4FA3-B095-4F6D45FF263D},0.00972565703296736
114,,FM0509-LG,FM,509,,LG,8039,16.434,17.096,NHS,13482689,On,NHS - non connector,NHS,,{7E8FFBFB-1642-4F4C-99E7-D7552FA94508},0.00960797878599399
115,,FM0509-KG,FM,509,,KG,2992,6.886,17.496,NHS,70675865,On,NHS - non connector,NHS,,{F1548BA0-EF1B-46DB-A196-E7E17DE18FAF},0.159653993443312
116,,FM0051-KG,FM,51,,KG,2392,0,1.116,NHS,13476395,On,NHS - non connector,NHS,,{AFE497AB-D0C0-4FDF-8347-F4D982E6C3E5},0.0193891834261003
117,,FM0051-RG,FM,51,,RG,7926,0.998,1.116,NHS,13482366,On,NHS - non connector,NHS,,{68A09F04-7BDE-470F-B270-011C1B2AC9C9},0.00205920363141165
118,,FM0051-LG,FM,51,,LG,7925,0.998,1.116,NHS,13482399,On,NHS - non connector,NHS,,{B4106178-B43D-4973-9FD5-03C7A29EE942},0.00205492720164372
119,,FM0511-LG,FM,511,,LG,1599257988,0,0.754,NHS,60824835,On,NHS - non connector,NHS,,{3CD16928-73D6-457C-8F58-2B96D808BC8F},0.0114728532378525
120,,FM0511-RG,FM,511,,RG,1599257989,0,0.647,NHS,60824889,On,NHS - non connector,NHS,,{59EA29E4-8430-44B4-9004-BAAFB2C5F8A4},0.00993912013964327
121,,FM0511-KG,FM,511,,KG,1599257987,0,5.193,NHS,60824759,On,NHS - non connector,NHS,,{81BF3EBA-F879-460B-AC19-FA1500134A12},0.0776851896469359
122,,FM0518-LG,FM,518,,LG,1599253013,4.928,5.07,NHS,60012999,On,NHS - non connector,NHS,,{E5963047-CFF7-4CC6-8906-396FF64408E4},0.0023462112461732
123,,FM0518-LG,FM,518,,LG,1599253031,3.373,3.616,NHS,60013058,On,NHS - non connector,NHS,,{C05D039D-944E-4D23-99C7-B1F04B04A157},0.00402608423373173
124,,FM0518-RG,FM,518,,RG,1599253054,3.373,3.617,NHS,60013114,On,NHS - non connector,NHS,,{548175F9-2AA0-401B-AA4B-13C9E8120698},0.00403257782570297
125,,FM0518-RG,FM,518,,RG,1599253056,4.028,4.234,NHS,60013161,On,NHS - non connector,NHS,,{B91BA7DC-A6A8-473D-BA50-C8B98658CFDA},0.00340955561450783
126,,FM0518-LG,FM,518,,LG,1599253057,4.028,4.234,NHS,60013207,On,NHS - non connector,NHS,,{CC5A0CF4-7885-4240-A5A8-5FEE53A6D5C8},0.00342007465541942
127,,FM0518-LG,FM,518,,LG,1599253012,4.393,4.629,NHS,60012943,On,NHS - non connector,NHS,,{4CA138FB-9867-40FC-9342-09AAEFE79588},0.00390730830511427
128,,FM0518-KG,FM,518,,KG,3006,0,25.456,NHS,13477260,On,NHS - non connector,NHS,,{D01EFF79-4E03-4D15-BDB6-DE17E6B0C987},0.41291308764558
129,,FM0518-RG,FM,518,,RG,8062,21.712,25.454,NHS,13482512,On,NHS - non connector,NHS,,{A05D6A14-513F-4E15-A818-161B45005005},0.0613902154844341
130,,FM0518-RG,FM,518,,RG,8061,13.704,14.17,NHS,13482513,On,NHS - non connector,NHS,,{3FE01138-A320-4C50-A411-183088D1E2A8},0.00718458471193047
131,,FM0518-RG,FM,518,,RG,8060,10.658,13.187,NHS,13482527,On,NHS - non connector,NHS,,{4FDAF3BC-5FDB-4D8D-956C-80BBF3D97D7C},0.0396059087543032
132,,FM0518-RG,FM,518,,RG,8059,5.197,5.725,NHS,13482528,On,NHS - non connector,NHS,,{7C88569B-0DE7-409B-9DCF-1DA0C118939D},0.00860426497494315
133,,FM0518-RG,FM,518,,RG,8058,4.928,5.071,NHS,13482543,On,NHS - non connector,NHS,,{4010FCF6-AD99-41BF-A9BB-6C2F3E434C83},0.00235955318795907
134,,FM0518-RG,FM,518,,RG,8057,4.393,4.628,NHS,13482544,On,NHS - non connector,NHS,,{010295CF-C60F-45AA-BB82-86CEBB70AE45},0.00390014677508108
135,,FM0518-RG,FM,518,,RG,8055,2.197,2.575,NHS,13482561,On,NHS - non connector,NHS,,{C3091C7B-6001-4E4C-ABF0-3D44C9FC39FB},0.006282147460443
136,,FM0518-RG,FM,518,,RG,8054,0.095,1.616,NHS,13482575,On,NHS - non connector,NHS,,{51F0C7EE-84E4-4B6C-A5C7-343020CF51E2},0.025128535143609
137,,FM0518-LG,FM,518,,LG,8053,21.724,25.452,NHS,13482576,On,NHS - non connector,NHS,,{CBB0D369-D684-44F5-A513-A75FAEC8C255},0.0611443485576091
138,,FM0518-LG,FM,518,,LG,8052,13.713,14.177,NHS,13482591,On,NHS - non connector,NHS,,{DAAB3D25-540F-49DE-9C2B-7C1E0FC73C7C},0.00716582969939967
139,,FM0518-LG,FM,518,,LG,8051,10.666,13.202,NHS,13482592,On,NHS - non connector,NHS,,{F35E35EA-7DF9-4B91-A0F5-8F0EE22AB899},0.0397290139436423
140,,FM0518-LG,FM,518,,LG,8050,5.202,5.725,NHS,13482607,On,NHS - non connector,NHS,,{612851C7-5E96-4AD7-A879-B801D8161504},0.00854270984278716
141,,FM0518-LG,FM,518,,LG,8046,2.196,2.575,NHS,13482641,On,NHS - non connector,NHS,,{AA2800CA-BB19-4630-A16E-95E416747936},0.00628998297617323
142,,FM0518-LG,FM,518,,LG,8045,0.095,1.616,NHS,13482642,On,NHS - non connector,NHS,,{3B100602-055D-4860-A9DA-FD2D54FF95C8},0.0251326483088123
143,,FM0518-LG,FM,518,,LG,1515529930,18.855,19.2,NHS,1000997454,On,NHS - non connector,NHS,,{33DF768D-6E0E-488D-87F0-B6941FE3D50E},0.00566612983343291
144,,FM0518-RG,FM,518,,RG,1515609774,10.31,10.42,NHS,1000997455,On,NHS - non connector,NHS,,{F9E94CB4-4956-463C-9573-A30FF4E3EFA2},0.00177647540428055
145,,FM0518-LG,FM,518,,LG,1515603697,21.455,21.606,NHS,1000997456,On,NHS - non connector,NHS,,{1AFBAA9E-D86D-43FE-852C-6C946A08CB6C},0.0023440909510025
